Gestion;Sucursal;FechaRegistroSiniestro;FechaDenunciaSiniestro;FechaSiniestro;FechaCierre ;DiasCierre;Ramo;Plan;Corredor;NumeroPoliza;MontoOrdenPago;SubEstadoSiniestro;FechaEmisionPoliza;FechaInicioPoliza;FechaFinPoliza
2024;LPZ;15/2/2024;9/2/2024;9/2/2024;26/2/2024;11;AUTOMOTORES;ELITE  INDIVIDUAL;ESTRATEGICA S.R.L. CORREDORES Y ASESORES DE SEGUROS Y RIESGOS;AUTI-LPZ0002366;264.8;CERRADO LIQUIDADO;20/10/2023;19/10/2023;19/10/2024
2024;LPZ;15/2/2024;15/2/2024;15/2/2024;27/3/2024;41;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;237.36;CERRADO LIQUIDADO;28/12/2023;28/12/2023;28/12/2024
2024;LPZ;15/2/2024;7/2/2024;7/2/2024;29/5/2024;104;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;2171.89;CERRADO LIQUIDADO;2/12/2023;4/12/2023;4/12/2024
2024;LPZ;15/2/2024;15/2/2024;15/2/2024;21/4/2024;66;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;157.02;CERRADO LIQUIDADO;3/2/2023;24/2/2023;24/2/2024
2024;SCZ;15/2/2024;4/2/2024;4/2/2024;31/5/2024;106;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;4216.97;CERRADO LIQUIDADO;3/6/2023;3/6/2023;3/6/2024
2024;SCZ;15/2/2024;5/2/2024;2/2/2024;; ;AUTOMOTORES;PLAN GENERAL;TOCARS BROKERS SRL .;AUTG-SCZ0000108;0;ATENCION;12/10/2023;4/10/2023;4/10/2024
2024;SCZ;15/2/2024;15/2/2024;7/2/2024;9/4/2024;54;AUTOMOTORES;BS - PLAN BCS;BCS BROKERS CORPORATIVOS DE SEGUROS S.R.L.;AUTI-SCZ0004676;121.99;CERRADO LIQUIDADO;18/5/2023;5/5/2023;5/5/2024
2024;SCZ;15/2/2024;15/2/2024;4/2/2024;17/5/2024;92;AUTOMOTORES;PLAN GENERAL;BCS BROKERS CORPORATIVOS DE SEGUROS S.R.L.;AUTG-SCZ0000106;307.87;CERRADO LIQUIDADO;11/10/2023;21/9/2023;21/9/2024
2024;SCZ;15/2/2024;14/2/2024;14/2/2024;20/5/2024;95;AUTOMOTORES;PLAN COTAS INDIVIDUAL;INTERNATIONAL INSURANCE BROKERS S.R.L. ASESORES Y CORREDORES DE SEGUROS;AUTI-SCZ0002780R1;1383.76;CERRADO LIQUIDADO;8/12/2023;14/12/2023;14/12/2024
2024;LPZ;15/2/2024;8/2/2024;8/2/2024;30/9/2024;228;AUTOMOTORES;CUENTAHABIENTE PLANILLA;OFICINA;AUTC-LPZ0000014;1245.9;CERRADO LIQUIDADO;19/12/2023;19/12/2023;19/12/2024
2024;LPZ;16/2/2024;13/2/2024;13/2/2024;20/4/2024;64;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO RECHAZADO;13/10/2023;13/10/2023;13/10/2024
2024;LPZ;16/2/2024;10/2/2024;10/2/2024;27/11/2024;285;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;173.17;CERRADO LIQUIDADO;16/6/2023;16/6/2023;16/6/2024
2024;LPZ;16/2/2024;9/2/2024;9/2/2024;24/9/2024;221;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;291.55;CERRADO LIQUIDADO;8/1/2024;8/1/2024;8/1/2025
2024;LPZ;16/2/2024;14/2/2024;12/2/2024;24/4/2024;68;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;309.95;CERRADO LIQUIDADO;30/1/2024;30/1/2024;30/1/2025
2024;LPZ;16/2/2024;15/12/2023;12/12/2023;29/2/2024;13;AUTOMOTORES;ELITE  INDIVIDUAL;PREVICOR CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTI-LPZ0002101;240.52;CERRADO LIQUIDADO;17/8/2023;17/8/2023;17/8/2024
2024;LPZ;16/2/2024;8/2/2024;7/2/2024;27/2/2024;11;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;115.31;CERRADO LIQUIDADO;29/12/2023;29/12/2023;29/12/2024
2024;LPZ;16/2/2024;10/2/2024;10/2/2024;24/4/2024;68;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;335.44;CERRADO LIQUIDADO;26/6/2023;26/6/2023;26/6/2024
2024;LPZ;16/2/2024;27/12/2023;27/12/2023;21/4/2024;65;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;CRISTIAN ANTONIO LUNA SALAMANCA;AUTI-LPZ0000678R1;341.91;CERRADO LIQUIDADO;8/8/2023;8/8/2023;8/8/2024
2024;LPZ;16/2/2024;11/2/2024;11/2/2024;20/4/2024;64;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;1697.3;CERRADO LIQUIDADO;10/10/2023;10/10/2023;10/10/2024
2024;LPZ;16/2/2024;9/2/2024;6/2/2024;26/8/2024;192;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO DECLINADO;22/12/2023;22/12/2023;22/12/2024
2024;LPZ;16/2/2024;14/2/2024;14/2/2024;29/4/2024;73;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;620.41;CERRADO LIQUIDADO;9/6/2023;9/6/2023;9/6/2024
2024;LPZ;16/2/2024;13/2/2024;13/2/2024;20/4/2024;64;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO RECHAZADO;10/5/2023;10/5/2023;10/5/2024
2024;SCZ;16/2/2024;16/2/2024;15/2/2024;20/5/2024;94;AUTOMOTORES;PLAN BCS;BCS BROKERS CORPORATIVOS DE SEGUROS S.R.L.;AUTI-SCZ0007056;303.19;CERRADO LIQUIDADO;21/12/2023;18/12/2023;30/9/2024
2024;LPZ;16/2/2024;16/2/2024;16/2/2024;21/4/2024;65;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;204.08;CERRADO LIQUIDADO;17/11/2023;17/11/2023;17/11/2024
2024;LPZ;16/2/2024;15/2/2024;15/2/2024;26/3/2024;39;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;606.05;CERRADO LIQUIDADO;30/10/2023;30/10/2023;30/10/2024
2024;LPZ;16/2/2024;9/2/2024;9/2/2024;28/5/2024;102;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;102.47;CERRADO LIQUIDADO;7/6/2023;7/6/2023;7/6/2024
2024;LPZ;16/2/2024;7/2/2024;7/2/2024;25/5/2024;99;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;140.01;CERRADO LIQUIDADO;3/1/2024;3/1/2024;3/1/2025
2024;SCZ;16/2/2024;15/2/2024;15/2/2024;30/4/2024;74;AUTOMOTORES;ELITE  INDIVIDUAL;ROYAL BROKERS S.R.L. CORREDORES DE SEGUROS;AUTI-SCZ0002276R1;0;CERRADO DECLINADO;31/10/2023;29/10/2023;29/10/2024
2024;LPZ;16/2/2024;14/2/2024;14/2/2024;27/6/2025;497;AUTOMOTORES;PLAN FUNCIONARIOS MERCANTIL SANTA CRUZ;OFICINA;AUTC-LPZ0000015;0;CERRADO DECLINADO;18/10/2023;18/10/2023;18/10/2024
2024;SCZ;16/2/2024;15/2/2024;15/2/2024;25/6/2025;495;AUTOMOTORES;PLAN GENERAL;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTG-SCZ0000091;0;CIERRE DE SINIESTRO;5/9/2023;30/7/2023;30/7/2024
2024;LPZ;16/2/2024;23/1/2024;20/1/2024;30/8/2024;196;AUTOMOTORES;LPZ - KIEFFER - PLAN LIVIANO;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-LPZ0000001;591.31;CERRADO LIQUIDADO;13/4/2023;13/4/2023;13/4/2024
2024;LPZ;17/2/2024;7/2/2024;7/2/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;ATENCION;27/1/2024;27/1/2024;27/1/2025
2024;SCZ;17/2/2024;6/2/2024;6/2/2024;26/4/2024;69;AUTOMOTORES;BS - PLAN KIEFFER SCZ INDIVIDUAL;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTI-SCZ0004749;152.14;CERRADO LIQUIDADO;24/5/2023;15/5/2023;15/5/2024
2024;LPZ;17/2/2024;15/2/2024;15/2/2024;29/5/2024;102;AUTOMOTORES;CUENTAHABIENTE PLANILLA;OFICINA;AUTC-LPZ0000014;9818.83;CERRADO LIQUIDADO;27/1/2024;27/1/2024;27/1/2025
2024;LPZ;17/2/2024;14/2/2024;13/2/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;ATENCION;19/12/2023;25/12/2023;25/12/2024
2024;LPZ;17/2/2024;14/2/2024;13/2/2024;30/4/2024;73;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;535.97;CERRADO LIQUIDADO;19/12/2023;25/12/2023;25/12/2024
2024;SCZ;17/2/2024;15/2/2024;15/2/2024;14/6/2024;118;AUTOMOTORES;PLAN GENERAL;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTG-SCZ0000091;283.78;CERRADO LIQUIDADO;5/9/2023;30/7/2023;30/7/2024
2024;SCZ;17/2/2024;10/2/2024;10/2/2024;28/8/2024;193;AUTOMOTORES;SCZ - KIEFFER - PLAN LIVIANO;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-SCZ0000296;0;CERRADO DECLINADO;17/10/2023;15/10/2023;15/10/2024
2024;LPZ;17/2/2024;11/2/2024;11/2/2024;29/5/2024;102;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;2536;CERRADO LIQUIDADO;27/6/2023;27/6/2023;27/6/2024
2024;LPZ;17/2/2024;10/2/2024;10/2/2024;31/10/2024;257;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;PREVICOR CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTI-LPZ0001899;271.13;CERRADO LIQUIDADO;26/6/2023;22/6/2023;22/6/2024
2024;LPZ;17/2/2024;12/2/2024;11/2/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;ATENCION;13/11/2023;13/11/2023;13/11/2024
2024;SCZ;17/2/2024;15/2/2024;15/2/2024;14/6/2024;118;AUTOMOTORES;PLAN FUNCIONARIO BMSC;OFICINA;AUTI-SCZ0006977;220.16;CERRADO LIQUIDADO;14/12/2023;5/11/2023;5/11/2024
2024;SCZ;17/2/2024;13/2/2024;13/2/2024;28/2/2025;377;AUTOMOTORES;ELITE  INDIVIDUAL;ANA KAREN PARADA ORTIZ;AUTI-SCZ0007040;11313.36;CERRADO LIQUIDADO;19/12/2023;13/12/2023;13/12/2024
2024;SCZ;17/2/2024;14/2/2024;14/2/2024;20/4/2024;63;AUTOMOTORES;BS - PLAN ELITE;ROYAL BROKERS S.R.L. CORREDORES DE SEGUROS;AUTI-SCZ0005040;2868.46;CERRADO LIQUIDADO;20/6/2023;10/6/2023;10/6/2024
2024;SCZ;17/2/2024;14/2/2024;13/2/2024;14/6/2024;118;AUTOMOTORES;ELITE  INDIVIDUAL;LISCY ANDREA ZUBIETA ALBARRACIN;AUTI-SCZ0004232;315.53;CERRADO LIQUIDADO;3/4/2023;31/3/2023;31/3/2024
2024;LPZ;17/2/2024;13/2/2024;13/2/2024;20/4/2024;63;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;194.28;CERRADO LIQUIDADO;14/12/2023;14/12/2023;14/12/2024
2024;SCZ;17/2/2024;8/2/2024;8/2/2024;27/4/2024;70;AUTOMOTORES;BS - PLAN FUNCIONARIO BMSC;OSCAR MARTIN CABRERA CUELLAR;AUTI-SCZ0004937;273.94;CERRADO LIQUIDADO;13/6/2023;9/6/2023;9/6/2024
2024;LPZ;17/2/2024;7/2/2024;7/2/2024;29/5/2024;102;AUTOMOTORES;CUENTAHABIENTE PLANILLA;OFICINA;AUTC-LPZ0000014;242.48;CERRADO LIQUIDADO;23/12/2023;23/12/2023;23/12/2024
2024;SCZ;17/2/2024;5/2/2024;4/2/2024;26/4/2024;69;AUTOMOTORES;ELITE  INDIVIDUAL;PATRIA S.A.  CORREDORES Y ASESORES DE SEGUROS;AUTI-SCZ0006721;434.02;CERRADO LIQUIDADO;21/11/2023;21/11/2023;21/11/2024
2024;SCZ;17/2/2024;9/2/2024;9/2/2024;24/5/2024;97;AUTOMOTORES;ELITE  INDIVIDUAL;OSCAR MARTIN CABRERA CUELLAR;AUTI-SCZ0007647;615.34;CERRADO LIQUIDADO;14/2/2024;9/2/2024;9/2/2025
2024;LPZ;17/2/2024;9/2/2024;9/2/2024;14/11/2024;271;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;CERRADO DECLINADO;7/10/2023;10/10/2023;10/10/2024
2024;SCZ;17/2/2024;14/2/2024;13/2/2024;26/4/2024;69;AUTOMOTORES;BS. PLAN SUDAMERICANA - KIEFFER;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTC-SCZ0000009;2460.35;CERRADO LIQUIDADO;30/9/2023;29/9/2023;29/9/2024
2024;LPZ;17/2/2024;16/2/2024;15/2/2024;20/4/2024;63;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;408.75;CERRADO LIQUIDADO;27/7/2023;27/7/2023;27/7/2024
2024;LPZ;17/2/2024;14/2/2024;14/2/2024;29/5/2024;102;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;330.75;CERRADO LIQUIDADO;25/10/2023;24/10/2023;24/10/2024
2024;LPZ;17/2/2024;14/2/2024;11/2/2024;30/4/2024;73;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;CERRADO RECHAZADO;18/10/2023;18/10/2023;18/10/2024
2024;LPZ;17/2/2024;14/2/2024;14/2/2024;21/11/2024;278;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;CERRADO DECLINADO;12/1/2024;12/1/2024;12/1/2025
2024;LPZ;17/2/2024;15/2/2024;15/2/2024;30/4/2024;73;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO DECLINADO;19/12/2023;19/12/2023;19/12/2024
2024;LPZ;17/2/2024;14/2/2024;14/2/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;ATENCION;2/12/2023;9/12/2023;9/12/2024
2024;LPZ;17/2/2024;14/2/2024;14/2/2024;20/3/2024;32;AUTOMOTORES;PLAN FUNCIONARIOS MERCANTIL SANTA CRUZ;OFICINA;AUTC-LPZ0000015;0;CERRADO RECHAZADO;29/1/2024;29/1/2024;29/1/2025
2024;SCZ;17/2/2024;15/2/2024;15/2/2024;27/6/2025;496;AUTOMOTORES;BS. - SCZ KIEFFER - PLAN LIVIANO - ISLA;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-SCZ0000134;1353.78;CERRADO LIQUIDADO;18/7/2023;13/7/2023;13/7/2024
2024;SCZ;17/2/2024;14/2/2024;14/2/2024;11/7/2024;145;AUTOMOTORES;$US. CBBA - RENOVACION KIEFFER - PLAN LIVIANO;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-SCZ0003004R1;491.28;CERRADO LIQUIDADO;2/1/2024;28/12/2023;2/1/2025
2024;LPZ;17/2/2024;11/2/2024;11/2/2024;29/4/2024;72;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;2943.79;CERRADO LIQUIDADO;19/10/2023;19/10/2023;19/10/2024
2024;LPZ;17/2/2024;15/2/2024;15/2/2024;30/4/2024;73;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;4617.94;CERRADO LIQUIDADO;3/10/2023;3/10/2023;3/10/2024
2024;LPZ;17/2/2024;15/2/2024;11/2/2024;29/5/2024;102;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;213.06;CERRADO LIQUIDADO;9/2/2024;9/2/2024;9/2/2025
2024;SCZ;17/2/2024;15/2/2024;15/2/2024;31/5/2025;469;AUTOMOTORES;BS - PLAN AUTOMOTOR INDIVIDUAL ROYAL 1;ROYAL BROKERS S.R.L. CORREDORES DE SEGUROS;AUTI-SCZ0005393;2336.63;CERRADO LIQUIDADO;20/7/2023;19/7/2023;19/7/2024
2024;LPZ;17/2/2024;16/2/2024;16/2/2024;20/4/2024;63;AUTOMOTORES;PRODUCTO AUTOMOTOR BANCO FIE;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTI-LPZ0000798R1;577.12;CERRADO LIQUIDADO;19/9/2023;15/9/2023;15/9/2024
2024;SCZ;17/2/2024;9/2/2024;9/2/2024;14/2/2025;363;AUTOMOTORES;BS - PLAN ELITE;TOCARS BROKERS SRL .;AUTI-SCZ0005191;0;CERRADO DECLINADO;30/6/2023;28/6/2023;28/6/2024
2024;LPZ;17/2/2024;16/2/2024;15/2/2024;29/4/2024;72;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;523.25;CERRADO LIQUIDADO;9/2/2024;9/2/2024;9/2/2025
2024;SCZ;17/2/2024;15/2/2024;15/2/2024;24/2/2025;373;AUTOMOTORES;ELITE  INDIVIDUAL;ANA KAREN PARADA ORTIZ;AUTI-SCZ0002885R1;422.71;CERRADO LIQUIDADO;3/1/2024;21/12/2023;21/12/2024
2024;SCZ;17/2/2024;10/2/2024;10/2/2024;31/5/2024;104;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;2776.49;CERRADO LIQUIDADO;10/7/2023;10/7/2023;10/7/2024
2024;LPZ;17/2/2024;15/2/2024;15/2/2024;7/5/2024;80;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO DECLINADO;4/10/2023;4/10/2023;4/10/2024
2024;LPZ;17/2/2024;16/2/2024;16/2/2024;29/4/2024;72;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;402.18;CERRADO LIQUIDADO;15/3/2023;15/3/2023;15/3/2024
2024;LPZ;17/2/2024;10/2/2024;10/2/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;ATENCION;9/11/2023;22/11/2023;22/11/2024
2024;LPZ;17/2/2024;13/2/2024;12/2/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;ATENCION;20/3/2023;20/3/2023;20/3/2024
2024;SCZ;17/2/2024;10/2/2024;10/2/2024;30/4/2024;73;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000005;247.81;CERRADO LIQUIDADO;30/5/2023;30/5/2023;30/5/2024
2024;SCZ;17/2/2024;13/2/2024;13/2/2024;30/4/2024;73;AUTOMOTORES;PLAN TOYOSA RENOVACIONES 1;TOCARS BROKERS SRL .;AUTI-SCZ0001691R1;550.89;CERRADO LIQUIDADO;18/9/2023;15/9/2023;15/9/2024
2024;LPZ;17/2/2024;13/2/2024;13/2/2024;31/10/2024;257;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;947.18;CERRADO LIQUIDADO;29/12/2023;29/12/2023;29/12/2024
2024;SCZ;17/2/2024;14/2/2024;13/2/2024;31/5/2024;104;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;232.74;CERRADO LIQUIDADO;23/3/2023;23/3/2023;23/3/2024
2024;LPZ;17/2/2024;14/2/2024;14/2/2024;30/4/2024;73;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO DECLINADO;11/9/2023;11/9/2023;11/9/2024
2024;LPZ;17/2/2024;16/2/2024;15/2/2024;24/4/2024;67;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;285.86;CERRADO LIQUIDADO;23/6/2023;23/6/2023;23/6/2024
2024;SCZ;17/2/2024;14/2/2024;13/2/2024;; ;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;745.98;ATENCION;26/5/2023;26/5/2023;26/5/2024
2024;LPZ;17/2/2024;14/2/2024;12/2/2024;29/4/2024;72;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;1349.25;CERRADO LIQUIDADO;30/10/2023;30/10/2023;30/10/2024
2024;SCZ;17/2/2024;14/2/2024;10/2/2024;23/4/2024;66;AUTOMOTORES;BS. PLAN SUDAMERICANA - KIEFFER;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTC-SCZ0000009;0;CERRADO RECHAZADO;14/2/2024;10/2/2024;10/2/2025
2024;LPZ;17/2/2024;12/2/2024;12/2/2024;10/4/2025;418;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO DECLINADO;20/11/2023;20/11/2023;20/11/2024
2024;SCZ;17/2/2024;14/2/2024;13/2/2024;20/4/2024;63;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000005;570.83;CERRADO LIQUIDADO;30/3/2023;29/3/2023;29/3/2024
2024;LPZ;17/2/2024;14/2/2024;14/2/2024;24/4/2024;67;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;178.51;CERRADO LIQUIDADO;6/9/2023;6/9/2023;6/9/2024
2024;LPZ;17/2/2024;15/2/2024;15/2/2024;31/8/2024;196;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;602.32;CERRADO LIQUIDADO;29/9/2023;29/9/2023;29/9/2024
2024;SCZ;17/2/2024;15/2/2024;15/2/2024;; ;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;1211.33;ATENCION;24/1/2024;24/1/2024;24/1/2025
2024;LPZ;17/2/2024;14/2/2024;10/2/2024;22/6/2024;126;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;CERRADO DECLINADO;8/1/2024;8/1/2024;8/1/2025
2024;SCZ;17/2/2024;15/2/2024;15/2/2024;31/12/2024;318;AUTOMOTORES;ELITE  INDIVIDUAL;GENESIS BROKERS LTDA. CORREDORA DE SEGUROS;AUTI-SCZ0006496;300.41;CERRADO LIQUIDADO;26/10/2023;19/10/2023;19/10/2024
2024;SCZ;17/2/2024;14/2/2024;12/2/2024;28/2/2025;377;AUTOMOTORES;PLAN JUSTA;JUSTA S.R.L. CORREDORES DE SEGUROS .;AUTI-SCZ0003789;0;CERRADO DECLINADO;2/3/2023;17/2/2023;17/2/2024
2024;SCZ;17/2/2024;15/2/2024;14/2/2024;14/3/2024;26;AUTOMOTORES;PLAN COTAS INDIVIDUAL;INTERNATIONAL INSURANCE BROKERS S.R.L. ASESORES Y CORREDORES DE SEGUROS;AUTI-SCZ0002387R1;938.05;CERRADO LIQUIDADO;1/11/2023;5/11/2023;5/11/2024
2024;LPZ;19/2/2024;8/2/2024;8/2/2024;21/4/2024;62;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;174.93;CERRADO LIQUIDADO;5/6/2023;5/6/2023;5/6/2024
2024;LPZ;19/2/2024;7/2/2024;7/2/2024;21/4/2024;62;AUTOMOTORES;ELITE  INDIVIDUAL;ALDO JUAN PERALTA LEMUS;AUTI-LPZ0002687;262.39;CERRADO LIQUIDADO;4/1/2024;1/1/2024;1/1/2025
2024;LPZ;19/2/2024;14/2/2024;14/2/2024;24/5/2024;95;AUTOMOTORES;PLAN CBN INDIVIDUAL;ALEJANDRA BUSTILLOS VEGA;AUTI-LPZ0000589R1;207.18;CERRADO LIQUIDADO;27/7/2023;8/7/2023;8/7/2024
2024;SCZ;19/2/2024;19/2/2024;15/2/2024;21/4/2024;62;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;60.61;CERRADO LIQUIDADO;17/3/2023;17/3/2023;17/3/2024
2024;LPZ;19/2/2024;19/2/2024;12/2/2024;9/12/2024;294;AUTOMOTORES;ELITE  INDIVIDUAL;TOCARS BROKERS SRL .;AUTI-LPZ0002719;254.03;CERRADO LIQUIDADO;10/1/2024;30/12/2023;30/12/2024
2024;SCZ;19/2/2024;18/2/2024;18/2/2024;9/4/2024;50;AUTOMOTORES;ELITE  INDIVIDUAL;OSCAR MARTIN CABRERA CUELLAR;AUTI-SCZ0006680;729.45;CERRADO LIQUIDADO;16/11/2023;10/11/2023;10/11/2024
2024;LPZ;19/2/2024;24/12/2023;24/12/2023;; ;AUTOMOTORES;PLAN GENERAL;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTG-LPZ0000052;6787.18;ATENCION;20/6/2023;2/6/2023;2/6/2024
2024;SCZ;19/2/2024;19/2/2024;17/2/2024;21/4/2024;62;AUTOMOTORES;ELITE  INDIVIDUAL;TOCARS BROKERS SRL .;AUTI-SCZ0004904;968.01;CERRADO LIQUIDADO;6/6/2023;31/5/2023;31/5/2024
2024;LPZ;19/2/2024;18/2/2024;18/2/2024;17/5/2024;88;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;479.25;CERRADO LIQUIDADO;14/12/2023;14/12/2023;14/12/2024
2024;LPZ;19/2/2024;9/2/2024;9/2/2024;25/7/2024;157;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;438.23;CERRADO LIQUIDADO;14/2/2023;14/2/2023;14/2/2024
2024;LPZ;19/2/2024;17/2/2024;17/2/2024;20/4/2024;61;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;495.11;CERRADO LIQUIDADO;22/5/2023;22/5/2023;22/5/2024
2024;SCZ;19/2/2024;17/2/2024;17/2/2024;20/5/2024;91;AUTOMOTORES;ELITE  INDIVIDUAL;ANA KAREN PARADA ORTIZ;AUTI-SCZ0007002;656.15;CERRADO LIQUIDADO;18/12/2023;15/12/2023;15/12/2024
2024;SCZ;19/2/2024;15/2/2024;7/2/2024;27/5/2024;98;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;704.39;CERRADO LIQUIDADO;12/12/2023;12/12/2023;12/12/2024
2024;LPZ;19/2/2024;24/1/2024;24/1/2024;21/4/2024;62;AUTOMOTORES;PLAN GENERAL;ALEJANDRA BUSTILLOS VEGA;AUTG-LPZ0000024;435.72;CERRADO LIQUIDADO;14/2/2023;31/1/2023;31/1/2024
2024;SCZ;19/2/2024;14/2/2024;9/2/2024;27/3/2024;37;AUTOMOTORES;CBBA - KIEFFER - PLAN LIVIANO;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-SCZ0000166;157.06;CERRADO LIQUIDADO;4/8/2023;4/8/2023;4/8/2024
2024;LPZ;19/2/2024;14/1/2024;13/1/2024;21/4/2024;62;AUTOMOTORES;ELITE  INDIVIDUAL;ALDO JUAN PERALTA LEMUS;AUTI-LPZ0002418;159.29;CERRADO LIQUIDADO;6/11/2023;31/10/2023;31/10/2024
2024;LPZ;19/2/2024;2/2/2024;2/2/2024;21/4/2024;62;AUTOMOTORES;ELITE  INDIVIDUAL;ALDO JUAN PERALTA LEMUS;AUTI-LPZ0002418;107.55;CERRADO LIQUIDADO;6/11/2023;31/10/2023;31/10/2024
